Week Ending Date,State,State Abbreviation,Median Number,Lower Bound,Upper Bound,Outcome,MMWR Year,MMWR Week,Rolling 4-Week Mean,Rolling 4-Week Lower,Rolling 4-Week Upper,AnalysisDate
09/19/2020,Florida,FL,64.27,52.96,77.99,Suicide,2020,38,66.26,54.71,80.26,2022-02-04
09/26/2020,Florida,FL,68.99,57.09,83.36,Suicide,2020,39,68.62,56.78,82.95,2022-02-04
10/03/2020,Florida,FL,54.89,44.80,67.25,Suicide,2020,40,64.50,53.17,78.24,2022-02-04
10/10/2020,Florida,FL,58.53,47.96,71.44,Suicide,2020,41,61.67,50.70,75.01,2022-02-04
10/17/2020,Florida,FL,60.32,49.51,73.49,Suicide,2020,42,60.68,49.84,73.89,2022-02-04
10/24/2020,Florida,FL,61.93,50.92,75.33,Suicide,2020,43,58.92,48.30,71.88,2022-02-04
10/31/2020,Florida,FL,53.75,43.82,65.95,Suicide,2020,44,58.63,48.05,71.55,2022-02-04
11/07/2020,Florida,FL,62.83,51.70,76.36,Suicide,2020,45,59.71,48.99,72.78,2022-02-04
11/14/2020,Florida,FL,59.12,48.47,72.11,Suicide,2020,46,59.41,48.73,72.44,2022-02-04
11/21/2020,Florida,FL,63.05,51.89,76.61,Suicide,2020,47,59.69,48.97,72.76,2022-02-04
11/28/2020,Florida,FL,59.92,49.16,73.03,Suicide,2020,48,61.23,50.31,74.53,2022-02-04
12/05/2020,Florida,FL,63.24,52.06,76.84,Suicide,2020,49,61.33,50.40,74.65,2022-02-04
12/12/2020,Florida,FL,53.80,43.85,66.00,Suicide,2020,50,60.00,49.24,73.12,2022-02-04
12/19/2020,Florida,FL,50.30,40.83,61.95,Suicide,2020,51,56.81,46.48,69.45,2022-02-04
12/26/2020,Florida,FL,55.39,45.23,67.83,Suicide,2020,52,55.68,45.49,68.15,2022-02-04
01/02/2021,Florida,FL,50.34,40.87,62.00,Suicide,2020,53,52.45,42.70,64.44,2022-02-04
01/09/2021,Florida,FL,61.00,50.11,74.27,Suicide,2021,1,54.26,44.26,66.51,2022-02-04
01/16/2021,Florida,FL,57.69,47.23,70.48,Suicide,2021,2,56.11,45.86,68.64,2022-02-04
01/23/2021,Florida,FL,66.89,55.25,80.98,Suicide,2021,3,58.98,48.36,71.93,2022-02-04
01/30/2021,Florida,FL,60.04,49.27,73.17,Suicide,2021,4,61.41,50.46,74.73,2022-02-04
02/06/2021,Florida,FL,62.40,51.33,75.87,Suicide,2021,5,61.76,50.77,75.13,2022-02-04
02/13/2021,Florida,FL,58.59,48.01,71.51,Suicide,2021,6,61.98,50.97,75.38,2022-02-04
02/20/2021,Florida,FL,63.93,52.66,77.62,Suicide,2021,7,61.24,50.32,74.54,2022-02-04
02/27/2021,Florida,FL,68.25,56.45,82.53,Suicide,2021,8,63.29,52.11,76.88,2022-02-04
03/06/2021,Florida,FL,59.96,49.20,73.08,Suicide,2021,9,62.68,51.58,76.18,2022-02-04
03/13/2021,Florida,FL,65.42,53.97,79.32,Suicide,2021,10,64.39,53.07,78.13,2022-02-04
03/20/2021,Florida,FL,54.75,44.68,67.09,Suicide,2021,11,62.10,51.07,75.50,2022-02-04
03/27/2021,Florida,FL,60.96,50.07,74.22,Suicide,2021,12,60.27,49.48,73.43,2022-02-04
04/03/2021,Florida,FL,59.02,48.39,72.00,Suicide,2021,13,60.04,49.28,73.16,2022-02-04
04/10/2021,Florida,FL,58.73,48.13,71.67,Suicide,2021,14,58.37,47.82,71.24,2022-02-04
04/17/2021,Florida,FL,61.86,50.86,75.25,Suicide,2021,15,60.14,49.36,73.28,2022-02-04
04/24/2021,Florida,FL,68.12,56.33,82.39,Suicide,2021,16,61.93,50.92,75.33,2022-02-04
05/01/2021,Florida,FL,63.49,52.28,77.11,Suicide,2021,17,63.05,51.90,76.60,2022-02-04
05/08/2021,Florida,FL,53.08,43.24,65.17,Suicide,2021,18,61.64,50.67,74.98,2022-02-04
05/15/2021,Florida,FL,58.07,47.56,70.91,Suicide,2021,19,60.69,49.85,73.89,2022-02-04
05/22/2021,Florida,FL,62.74,51.62,76.25,Suicide,2021,20,59.34,48.67,72.36,2022-02-04
05/29/2021,Florida,FL,72.93,60.56,87.83,Suicide,2021,21,61.71,50.74,75.04,2022-02-04
06/05/2021,Florida,FL,67.46,55.75,81.63,Suicide,2021,22,65.30,53.87,79.15,2022-02-04
06/12/2021,Florida,FL,69.79,57.80,84.28,Suicide,2021,23,68.23,56.43,82.50,2022-02-04
06/19/2021,Florida,FL,68.53,56.69,82.84,Suicide,2021,24,69.68,57.70,84.14,2022-02-04
06/26/2021,Florida,FL,65.53,54.07,79.44,Suicide,2021,25,67.83,56.08,82.05,2022-02-04
07/03/2021,Florida,FL,58.35,47.80,71.23,Suicide,2021,26,65.55,54.09,79.45,2022-02-04
07/10/2021,Florida,FL,67.55,55.84,81.74,Suicide,2021,27,64.99,53.60,78.81,2022-02-04
07/17/2021,Florida,FL,65.53,54.06,79.44,Suicide,2021,28,64.24,52.94,77.96,2022-02-04
07/24/2021,Florida,FL,68.77,56.90,83.12,Suicide,2021,29,65.05,53.65,78.88,2022-02-04
07/31/2021,Florida,FL,73.30,60.89,88.26,Suicide,2021,30,68.79,56.92,83.14,2022-02-04
08/07/2021,Florida,FL,65.22,53.80,79.08,Suicide,2021,31,68.21,56.41,82.47,2022-02-04
08/14/2021,Florida,FL,64.58,53.24,78.35,Suicide,2021,32,67.97,56.21,82.20,2022-02-04
08/21/2021,Florida,FL,67.70,55.97,81.90,Suicide,2021,33,67.70,55.97,81.90,2022-02-04
08/28/2021,Florida,FL,74.71,62.13,89.84,Suicide,2021,34,68.05,56.28,82.29,2022-02-04
03/04/2017,Hawaii,HI,,,,Drug Overdose,2017,9,,,,2022-02-04
09/04/2021,Florida,FL,66.20,54.65,80.20,Suicide,2021,35,68.30,56.50,82.57,2022-02-04
09/11/2021,Florida,FL,56.64,46.31,69.26,Suicide,2021,36,66.31,54.77,80.30,2022-02-04
09/18/2021,Florida,FL,68.10,56.31,82.35,Suicide,2021,37,66.41,54.85,80.41,2022-02-04
09/25/2021,Florida,FL,68.08,56.30,82.34,Suicide,2021,38,64.76,53.40,78.54,2022-02-04
10/02/2021,Florida,FL,73.13,60.74,88.06,Suicide,2021,39,66.49,54.92,80.50,2022-02-04
10/09/2021,Florida,FL,67.91,56.15,82.14,Suicide,2021,40,69.31,57.38,83.72,2022-02-04
10/16/2021,Florida,FL,73.64,61.19,88.64,Suicide,2021,41,70.69,58.60,85.29,2022-02-04
10/23/2021,Florida,FL,57.00,46.63,69.68,Suicide,2021,42,67.92,56.18,82.13,2022-02-04
10/30/2021,Florida,FL,67.21,55.54,81.35,Suicide,2021,43,66.44,54.88,80.45,2022-02-04
01/02/2016,Florida,FL,19.90,14.75,26.83,Transportation-related,2015,52,,,,2022-02-04
01/09/2016,Florida,FL,49.39,39.35,62.01,Transportation-related,2016,1,,,,2022-02-04
01/16/2016,Florida,FL,59.32,47.92,73.44,Transportation-related,2016,2,,,,2022-02-04
01/23/2016,Florida,FL,54.78,43.99,68.22,Transportation-related,2016,3,45.85,36.50,57.63,2022-02-04
01/30/2016,Florida,FL,58.14,46.90,72.08,Transportation-related,2016,4,55.41,44.54,68.94,2022-02-04
02/06/2016,Florida,FL,71.79,58.83,87.62,Transportation-related,2016,5,61.01,49.41,75.34,2022-02-04
02/13/2016,Florida,FL,57.86,46.66,71.76,Transportation-related,2016,6,60.64,49.09,74.92,2022-02-04
02/20/2016,Florida,FL,60.64,49.08,74.94,Transportation-related,2016,7,62.11,50.36,76.60,2022-02-04
02/27/2016,Florida,FL,65.75,53.53,80.77,Transportation-related,2016,8,64.01,52.02,78.77,2022-02-04
03/05/2016,Florida,FL,63.48,51.55,78.18,Transportation-related,2016,9,61.93,50.20,76.41,2022-02-04
03/12/2016,Florida,FL,68.45,55.89,83.83,Transportation-related,2016,10,64.58,52.51,79.43,2022-02-04
03/19/2016,Florida,FL,82.57,68.36,99.75,Transportation-related,2016,11,70.06,57.33,85.63,2022-02-04
03/26/2016,Florida,FL,69.94,57.20,85.51,Transportation-related,2016,12,71.11,58.25,86.82,2022-02-04
04/02/2016,Florida,FL,75.21,61.85,91.47,Transportation-related,2016,13,74.04,60.82,90.14,2022-02-04
04/09/2016,Florida,FL,75.43,62.04,91.72,Transportation-related,2016,14,75.79,62.36,92.11,2022-02-04
04/16/2016,Florida,FL,69.84,57.11,85.40,Transportation-related,2016,15,72.60,59.55,88.53,2022-02-04
04/23/2016,Florida,FL,63.77,51.80,78.51,Transportation-related,2016,16,71.06,58.20,86.78,2022-02-04
04/30/2016,Florida,FL,66.28,53.99,81.36,Transportation-related,2016,17,68.83,56.24,84.25,2022-02-04
05/07/2016,Florida,FL,69.26,56.61,84.74,Transportation-related,2016,18,67.28,54.88,82.50,2022-02-04
05/14/2016,Florida,FL,82.07,67.91,99.17,Transportation-related,2016,19,70.34,57.58,85.95,2022-02-04
05/21/2016,Florida,FL,80.47,66.50,97.39,Transportation-related,2016,20,74.52,61.25,90.67,2022-02-04
05/28/2016,Florida,FL,65.77,53.55,80.78,Transportation-related,2016,21,74.39,61.14,90.52,2022-02-04
06/04/2016,Florida,FL,85.49,70.96,103.00,Transportation-related,2016,22,78.45,64.73,95.09,2022-02-04
06/11/2016,Florida,FL,62.37,50.58,76.91,Transportation-related,2016,23,73.53,60.40,89.52,2022-02-04
06/18/2016,Florida,FL,65.31,53.15,80.25,Transportation-related,2016,24,69.73,57.06,85.24,2022-02-04
06/25/2016,Florida,FL,81.13,67.09,98.12,Transportation-related,2016,25,73.57,60.44,89.57,2022-02-04
07/02/2016,Florida,FL,54.97,44.15,68.42,Transportation-related,2016,26,65.94,53.74,80.93,2022-02-04
07/09/2016,Florida,FL,73.37,60.23,89.39,Transportation-related,2016,27,68.69,56.15,84.05,2022-02-04
07/16/2016,Florida,FL,71.76,58.81,87.57,Transportation-related,2016,28,70.31,57.57,85.88,2022-02-04
07/23/2016,Florida,FL,63.35,51.44,78.03,Transportation-related,2016,29,65.86,53.66,80.85,2022-02-04
07/30/2016,Florida,FL,63.56,51.62,78.26,Transportation-related,2016,30,68.01,55.52,83.31,2022-02-04
08/06/2016,Florida,FL,64.77,52.68,79.64,Transportation-related,2016,31,65.86,53.63,80.88,2022-02-04
08/13/2016,Florida,FL,64.10,52.09,78.88,Transportation-related,2016,32,63.95,51.96,78.70,2022-02-04
08/20/2016,Florida,FL,61.91,50.18,76.38,Transportation-related,2016,33,63.59,51.64,78.29,2022-02-04
08/27/2016,Florida,FL,75.36,61.98,91.63,Transportation-related,2016,34,66.54,54.23,81.64,2022-02-04
09/03/2016,Florida,FL,72.43,59.40,88.33,Transportation-related,2016,35,68.45,55.91,83.81,2022-02-04
09/10/2016,Florida,FL,66.00,53.75,81.04,Transportation-related,2016,36,68.92,56.33,84.35,2022-02-04
09/17/2016,Florida,FL,70.47,57.67,86.11,Transportation-related,2016,37,71.06,58.20,86.78,2022-02-04
09/24/2016,Florida,FL,73.19,60.07,89.18,Transportation-related,2016,38,70.52,57.72,86.16,2022-02-04
10/01/2016,Florida,FL,66.21,53.94,81.28,Transportation-related,2016,39,68.97,56.36,84.40,2022-02-04
10/08/2016,Florida,FL,63.38,51.47,78.06,Transportation-related,2016,40,68.31,55.79,83.66,2022-02-04
10/15/2016,Florida,FL,77.36,63.74,93.88,Transportation-related,2016,41,70.04,57.30,85.60,2022-02-04
10/22/2016,Florida,FL,65.44,53.26,80.40,Transportation-related,2016,42,68.10,55.60,83.41,2022-02-04
10/29/2016,Florida,FL,78.91,65.12,95.63,Transportation-related,2016,43,71.27,58.40,86.99,2022-02-04
11/05/2016,Florida,FL,72.97,59.88,88.94,Transportation-related,2016,44,73.67,60.50,89.71,2022-02-04
11/12/2016,Florida,FL,84.95,70.48,102.40,Transportation-related,2016,45,75.57,62.18,91.84,2022-02-04
11/19/2016,Florida,FL,63.42,51.49,78.10,Transportation-related,2016,46,75.06,61.74,91.27,2022-02-04
11/26/2016,Florida,FL,71.37,58.46,87.13,Transportation-related,2016,47,73.18,60.08,89.14,2022-02-04
12/03/2016,Florida,FL,69.94,57.21,85.52,Transportation-related,2016,48,72.42,59.41,88.29,2022-02-04
12/10/2016,Florida,FL,68.87,56.26,84.30,Transportation-related,2016,49,68.40,55.86,83.76,2022-02-04
12/17/2016,Florida,FL,74.04,60.82,90.15,Transportation-related,2016,50,71.06,58.19,86.78,2022-02-04
12/24/2016,Florida,FL,70.67,57.84,86.34,Transportation-related,2016,51,70.88,58.03,86.58,2022-02-04
12/31/2016,Florida,FL,80.71,66.71,97.65,Transportation-related,2016,52,73.57,60.41,89.61,2022-02-04
01/07/2017,Florida,FL,63.92,51.93,78.68,Transportation-related,2017,1,72.34,59.33,88.21,2022-02-04
01/14/2017,Florida,FL,84.88,70.41,102.34,Transportation-related,2017,2,75.05,61.72,91.25,2022-02-04
01/21/2017,Florida,FL,79.64,65.76,96.46,Transportation-related,2017,3,77.29,63.70,93.78,2022-02-04
01/28/2017,Florida,FL,67.63,55.18,82.90,Transportation-related,2017,4,74.02,60.82,90.09,2022-02-04
02/04/2017,Florida,FL,60.69,49.11,74.99,Transportation-related,2017,5,73.21,60.11,89.17,2022-02-04
02/11/2017,Florida,FL,65.74,53.52,80.75,Transportation-related,2017,6,68.42,55.89,83.78,2022-02-04
02/18/2017,Florida,FL,53.45,42.85,66.68,Transportation-related,2017,7,61.88,50.16,76.33,2022-02-04
02/25/2017,Florida,FL,64.25,52.22,79.05,Transportation-related,2017,8,61.03,49.42,75.37,2022-02-04
03/04/2017,Florida,FL,75.17,61.81,91.43,Transportation-related,2017,9,64.65,52.60,79.48,2022-02-04
03/11/2017,Florida,FL,79.23,65.40,96.00,Transportation-related,2017,10,68.02,55.57,83.29,2022-02-04
03/18/2017,Florida,FL,70.52,57.71,86.17,Transportation-related,2017,11,72.29,59.28,88.16,2022-02-04
03/25/2017,Florida,FL,66.41,54.11,81.52,Transportation-related,2017,12,72.83,59.76,88.78,2022-02-04
04/01/2017,Florida,FL,76.40,62.89,92.81,Transportation-related,2017,13,73.14,60.03,89.12,2022-02-04
04/08/2017,Florida,FL,67.33,54.92,82.56,Transportation-related,2017,14,70.16,57.41,85.76,2022-02-04
04/15/2017,Florida,FL,85.94,71.36,103.52,Transportation-related,2017,15,74.02,60.82,90.10,2022-02-04
04/22/2017,Florida,FL,64.66,52.58,79.52,Transportation-related,2017,16,73.58,60.44,89.60,2022-02-04
04/29/2017,Florida,FL,74.98,61.64,91.21,Transportation-related,2017,17,73.23,60.12,89.20,2022-02-04
05/06/2017,Florida,FL,63.23,51.33,77.89,Transportation-related,2017,18,72.20,59.23,88.03,2022-02-04
05/13/2017,Florida,FL,83.73,69.39,101.04,Transportation-related,2017,19,71.65,58.73,87.41,2022-02-04
05/20/2017,Florida,FL,69.02,56.40,84.47,Transportation-related,2017,20,72.74,59.69,88.65,2022-02-04
05/27/2017,Florida,FL,67.72,55.26,82.99,Transportation-related,2017,21,70.92,58.09,86.60,2022-02-04
06/03/2017,Florida,FL,74.20,60.96,90.33,Transportation-related,2017,22,73.67,60.50,89.71,2022-02-04
06/10/2017,Florida,FL,71.21,58.32,86.95,Transportation-related,2017,23,70.54,57.73,86.19,2022-02-04
06/17/2017,Florida,FL,65.01,52.89,79.91,Transportation-related,2017,24,69.54,56.86,85.05,2022-02-04
06/24/2017,Florida,FL,67.62,55.17,82.88,Transportation-related,2017,25,69.51,56.83,85.02,2022-02-04
07/01/2017,Florida,FL,71.61,58.67,87.40,Transportation-related,2017,26,68.86,56.26,84.29,2022-02-04
07/08/2017,Florida,FL,77.11,63.52,93.60,Transportation-related,2017,27,70.34,57.56,85.95,2022-02-04
07/15/2017,Florida,FL,69.49,56.82,85.01,Transportation-related,2017,28,71.46,58.55,87.22,2022-02-04
07/22/2017,Florida,FL,75.02,61.68,91.25,Transportation-related,2017,29,73.31,60.17,89.31,2022-02-04
07/29/2017,Florida,FL,71.27,58.38,87.02,Transportation-related,2017,30,73.22,60.10,89.22,2022-02-04
08/05/2017,Florida,FL,57.52,46.36,71.35,Transportation-related,2017,31,68.33,55.81,83.66,2022-02-04
08/12/2017,Florida,FL,62.44,50.64,76.99,Transportation-related,2017,32,66.56,54.27,81.65,2022-02-04
08/19/2017,Florida,FL,58.26,47.00,72.20,Transportation-related,2017,33,62.37,50.60,76.89,2022-02-04
08/26/2017,Florida,FL,56.23,45.24,69.87,Transportation-related,2017,34,58.61,47.31,72.61,2022-02-04
09/02/2017,Florida,FL,53.19,42.62,66.38,Transportation-related,2017,35,57.53,46.38,71.36,2022-02-04
09/09/2017,Florida,FL,76.85,63.30,93.32,Transportation-related,2017,36,61.13,49.54,75.44,2022-02-04
09/16/2017,Florida,FL,50.04,39.92,62.74,Transportation-related,2017,37,59.08,47.77,73.08,2022-02-04
09/23/2017,Florida,FL,63.55,51.62,78.26,Transportation-related,2017,38,60.91,49.36,75.17,2022-02-04
09/30/2017,Florida,FL,69.45,56.77,84.95,Transportation-related,2017,39,64.97,52.90,79.82,2022-02-04
10/07/2017,Florida,FL,75.33,61.96,91.60,Transportation-related,2017,40,64.59,52.57,79.39,2022-02-04
10/14/2017,Florida,FL,61.83,50.11,76.29,Transportation-related,2017,41,67.54,55.11,82.78,2022-02-04
10/21/2017,Florida,FL,67.28,54.87,82.50,Transportation-related,2017,42,68.47,55.93,83.84,2022-02-04
10/28/2017,Florida,FL,63.75,51.79,78.49,Transportation-related,2017,43,67.05,54.68,82.22,2022-02-04
11/04/2017,Florida,FL,69.51,56.83,85.03,Transportation-related,2017,44,65.59,53.40,80.58,2022-02-04
11/11/2017,Florida,FL,66.41,54.11,81.51,Transportation-related,2017,45,66.74,54.40,81.88,2022-02-04
11/18/2017,Florida,FL,73.24,60.11,89.25,Transportation-related,2017,46,68.23,55.71,83.57,2022-02-04
11/25/2017,Florida,FL,76.08,62.61,92.44,Transportation-related,2017,47,71.31,58.42,87.06,2022-02-04
12/02/2017,Florida,FL,73.53,60.37,89.58,Transportation-related,2017,48,72.32,59.30,88.20,2022-02-04
12/09/2017,Florida,FL,78.82,65.04,95.53,Transportation-related,2017,49,75.42,62.03,91.70,2022-02-04
12/16/2017,Florida,FL,71.95,58.98,87.79,Transportation-related,2017,50,75.10,61.75,91.34,2022-02-04
12/23/2017,Florida,FL,82.75,68.52,99.94,Transportation-related,2017,51,76.76,63.23,93.21,2022-02-04
12/30/2017,Florida,FL,82.29,68.11,99.43,Transportation-related,2017,52,78.95,65.16,95.67,2022-02-04
01/06/2018,Florida,FL,70.79,57.95,86.48,Transportation-related,2018,1,76.94,63.39,93.41,2022-02-04
01/13/2018,Florida,FL,73.83,60.63,89.92,Transportation-related,2018,2,77.41,63.80,93.94,2022-02-04
01/20/2018,Florida,FL,60.36,48.83,74.62,Transportation-related,2018,3,71.82,58.88,87.61,2022-02-04
01/27/2018,Florida,FL,68.20,55.67,83.55,Transportation-related,2018,4,68.30,55.77,83.64,2022-02-04
02/03/2018,Florida,FL,65.61,53.41,80.61,Transportation-related,2018,5,67.00,54.64,82.18,2022-02-04
02/10/2018,Florida,FL,58.77,47.45,72.80,Transportation-related,2018,6,63.24,51.34,77.90,2022-02-04
02/17/2018,Florida,FL,68.93,56.31,84.37,Transportation-related,2018,7,65.38,53.21,80.33,2022-02-04
02/24/2018,Florida,FL,60.40,48.86,74.66,Transportation-related,2018,8,63.43,51.51,78.11,2022-02-04
03/03/2018,Florida,FL,74.81,61.49,91.02,Transportation-related,2018,9,65.73,53.53,80.71,2022-02-04
03/10/2018,Florida,FL,74.57,61.28,90.76,Transportation-related,2018,10,69.68,56.99,85.20,2022-02-04
03/17/2018,Florida,FL,83.37,69.07,100.64,Transportation-related,2018,11,73.29,60.18,89.27,2022-02-04
03/24/2018,Florida,FL,63.93,51.94,78.70,Transportation-related,2018,12,74.17,60.95,90.28,2022-02-04
03/31/2018,Florida,FL,66.38,54.08,81.49,Transportation-related,2018,13,72.07,59.09,87.90,2022-02-04
04/07/2018,Florida,FL,83.03,68.77,100.27,Transportation-related,2018,14,74.18,60.97,90.27,2022-02-04
04/14/2018,Florida,FL,65.72,53.51,80.73,Transportation-related,2018,15,69.77,57.08,85.30,2022-02-04
04/21/2018,Florida,FL,69.06,56.43,84.52,Transportation-related,2018,16,71.05,58.20,86.75,2022-02-04
04/28/2018,Florida,FL,70.16,57.40,85.77,Transportation-related,2018,17,71.99,59.03,87.82,2022-02-04
05/05/2018,Florida,FL,73.71,60.52,89.77,Transportation-related,2018,18,69.66,56.96,85.20,2022-02-04
05/12/2018,Florida,FL,81.79,67.67,98.86,Transportation-related,2018,19,73.68,60.50,89.73,2022-02-04
05/19/2018,Florida,FL,59.76,48.31,73.92,Transportation-related,2018,20,71.35,58.47,87.08,2022-02-04
05/26/2018,Florida,FL,58.86,47.52,72.89,Transportation-related,2018,21,68.53,56.01,83.86,2022-02-04
06/02/2018,Florida,FL,61.88,50.15,76.35,Transportation-related,2018,22,65.57,53.41,80.51,2022-02-04
06/09/2018,Florida,FL,68.30,55.77,83.65,Transportation-related,2018,23,62.20,50.44,76.70,2022-02-04
06/16/2018,Florida,FL,61.57,49.89,76.00,Transportation-related,2018,24,62.65,50.83,77.22,2022-02-04
06/23/2018,Florida,FL,80.68,66.69,97.62,Transportation-related,2018,25,68.11,55.62,83.40,2022-02-04
06/30/2018,Florida,FL,69.06,56.43,84.52,Transportation-related,2018,26,69.90,57.19,85.45,2022-02-04
07/07/2018,Florida,FL,60.65,49.08,74.94,Transportation-related,2018,27,67.99,55.52,83.27,2022-02-04
07/14/2018,Florida,FL,49.43,39.39,62.02,Transportation-related,2018,28,64.95,52.90,79.77,2022-02-04
07/21/2018,Florida,FL,70.16,57.40,85.76,Transportation-related,2018,29,62.32,50.57,76.81,2022-02-04
07/28/2018,Florida,FL,60.58,49.02,74.87,Transportation-related,2018,30,60.20,48.72,74.40,2022-02-04
08/04/2018,Florida,FL,67.80,55.33,83.08,Transportation-related,2018,31,61.99,50.28,76.43,2022-02-04
08/11/2018,Florida,FL,63.97,51.98,78.74,Transportation-related,2018,32,65.63,53.43,80.61,2022-02-04
08/18/2018,Florida,FL,61.52,49.84,75.94,Transportation-related,2018,33,63.47,51.54,78.16,2022-02-04
08/25/2018,Florida,FL,58.82,47.50,72.86,Transportation-related,2018,34,63.03,51.16,77.65,2022-02-04
09/01/2018,Florida,FL,68.46,55.91,83.84,Transportation-related,2018,35,63.20,51.31,77.84,2022-02-04
09/08/2018,Florida,FL,74.91,61.58,91.12,Transportation-related,2018,36,65.93,53.71,80.94,2022-02-04
09/15/2018,Florida,FL,66.32,54.03,81.40,Transportation-related,2018,37,67.13,54.75,82.30,2022-02-04
09/22/2018,Florida,FL,71.07,58.20,86.78,Transportation-related,2018,38,70.19,57.43,85.79,2022-02-04
09/29/2018,Florida,FL,76.40,62.90,92.81,Transportation-related,2018,39,72.17,59.18,88.03,2022-02-04
10/06/2018,Florida,FL,70.37,57.59,86.00,Transportation-related,2018,40,71.04,58.18,86.75,2022-02-04
10/13/2018,Florida,FL,73.50,60.34,89.53,Transportation-related,2018,41,72.83,59.75,88.78,2022-02-04
10/20/2018,Florida,FL,84.37,69.96,101.75,Transportation-related,2018,42,76.16,62.70,92.52,2022-02-04
10/27/2018,Florida,FL,79.35,65.51,96.12,Transportation-related,2018,43,76.90,63.35,93.35,2022-02-04
11/03/2018,Florida,FL,71.98,59.00,87.82,Transportation-related,2018,44,77.30,63.70,93.81,2022-02-04
11/10/2018,Florida,FL,70.56,57.75,86.21,Transportation-related,2018,45,76.56,63.05,92.98,2022-02-04
11/17/2018,Florida,FL,75.16,61.80,91.41,Transportation-related,2018,46,74.26,61.01,90.39,2022-02-04
11/24/2018,Florida,FL,68.20,55.68,83.54,Transportation-related,2018,47,71.47,58.56,87.25,2022-02-04
12/01/2018,Florida,FL,53.48,42.87,66.71,Transportation-related,2018,48,66.85,54.52,81.97,2022-02-04
12/08/2018,Florida,FL,73.36,60.21,89.38,Transportation-related,2018,49,67.55,55.14,82.76,2022-02-04
12/15/2018,Florida,FL,67.15,54.75,82.36,Transportation-related,2018,50,65.55,53.38,80.50,2022-02-04
12/22/2018,Florida,FL,81.07,67.03,98.06,Transportation-related,2018,51,68.76,56.22,84.13,2022-02-04
12/29/2018,Florida,FL,74.41,61.13,90.56,Transportation-related,2018,52,74.00,60.78,90.09,2022-02-04
01/05/2019,Florida,FL,89.43,74.46,107.41,Transportation-related,2019,1,78.01,64.34,94.60,2022-02-04
01/12/2019,Florida,FL,61.22,49.57,75.60,Transportation-related,2019,2,76.53,63.05,92.91,2022-02-04
01/19/2019,Florida,FL,71.92,58.94,87.76,Transportation-related,2019,3,74.24,61.03,90.33,2022-02-04
01/26/2019,Florida,FL,57.16,46.05,70.95,Transportation-related,2019,4,69.93,57.25,85.43,2022-02-04
02/02/2019,Florida,FL,54.35,43.62,67.73,Transportation-related,2019,5,61.16,49.55,75.51,2022-02-04
02/09/2019,Florida,FL,74.67,61.37,90.87,Transportation-related,2019,6,64.52,52.49,79.33,2022-02-04
02/16/2019,Florida,FL,69.46,56.78,84.98,Transportation-related,2019,7,63.91,51.95,78.63,2022-02-04
02/23/2019,Florida,FL,69.25,56.59,84.74,Transportation-related,2019,8,66.93,54.59,82.08,2022-02-04
03/02/2019,Florida,FL,83.54,69.22,100.84,Transportation-related,2019,9,74.23,60.99,90.36,2022-02-04
03/09/2019,Florida,FL,69.38,56.70,84.89,Transportation-related,2019,10,72.91,59.82,88.86,2022-02-04
03/16/2019,Florida,FL,80.63,66.63,97.57,Transportation-related,2019,11,75.70,62.29,92.01,2022-02-04
03/23/2019,Florida,FL,65.09,52.95,80.01,Transportation-related,2019,12,74.66,61.38,90.83,2022-02-04
03/30/2019,Florida,FL,78.19,64.47,94.83,Transportation-related,2019,13,73.32,60.19,89.33,2022-02-04
04/06/2019,Florida,FL,81.80,67.67,98.88,Transportation-related,2019,14,76.43,62.93,92.82,2022-02-04
04/13/2019,Florida,FL,72.54,59.49,88.46,Transportation-related,2019,15,74.40,61.15,90.54,2022-02-04
04/20/2019,Florida,FL,73.18,60.05,89.18,Transportation-related,2019,16,76.43,62.92,92.84,2022-02-04
04/27/2019,Florida,FL,69.74,57.02,85.28,Transportation-related,2019,17,74.31,61.06,90.45,2022-02-04
05/04/2019,Florida,FL,77.21,63.61,93.72,Transportation-related,2019,18,73.17,60.05,89.16,2022-02-04
05/11/2019,Florida,FL,62.41,50.61,76.95,Transportation-related,2019,19,70.63,57.83,86.29,2022-02-04
05/18/2019,Florida,FL,65.20,53.05,80.13,Transportation-related,2019,20,68.64,56.08,84.02,2022-02-04
05/25/2019,Florida,FL,71.96,58.98,87.80,Transportation-related,2019,21,69.19,56.56,84.65,2022-02-04
06/01/2019,Florida,FL,84.60,70.16,102.01,Transportation-related,2019,22,71.04,58.20,86.72,2022-02-04
06/08/2019,Florida,FL,70.22,57.45,85.83,Transportation-related,2019,23,72.99,59.91,88.94,2022-02-04
06/15/2019,Florida,FL,61.39,49.73,75.79,Transportation-related,2019,24,72.04,59.08,87.86,2022-02-04
06/22/2019,Florida,FL,77.09,63.50,93.58,Transportation-related,2019,25,73.32,60.21,89.30,2022-02-04
06/29/2019,Florida,FL,66.25,53.97,81.33,Transportation-related,2019,26,68.74,56.16,84.13,2022-02-04
07/06/2019,Florida,FL,79.48,65.62,96.26,Transportation-related,2019,27,71.05,58.21,86.74,2022-02-04
07/13/2019,Florida,FL,68.74,56.15,84.15,Transportation-related,2019,28,72.89,59.81,88.83,2022-02-04
07/20/2019,Florida,FL,66.99,54.62,82.17,Transportation-related,2019,29,70.36,57.59,85.98,2022-02-04
